"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",747.194195359907,-0.350702962281385,0.168242083225413,-2.08451390732905,0.0371134465274854,0.163017154193378
"ENSG00000000005",0,NA,NA,NA,NA,NA
"ENSG00000000419",520.134160051965,0.206107283859604,0.101041504449273,2.03982793984504,0.041367465961639,0.175936611061225
"ENSG00000000457",322.664843927049,0.0245270113332307,0.145133863746686,0.168995785684033,0.86579995626046,0.961682459667376
"ENSG00000000460",87.682625164828,-0.147142630021681,0.25699544204698,-0.572549570722669,0.566949713030674,0.815805192481523
"ENSG00000000938",0.319166568913118,-1.73228897394308,3.49360097648095,-0.495846258804286,0.620002884826012,NA
"ENSG00000000971",5760.14836162122,0.459281901677216,0.234317862417671,1.96008062269938,0.0499863677075792,0.200967225625508
"ENSG00000001036",2025.39179382894,-0.228243775347849,0.12499899376441,-1.82596490158975,0.0678555488820743,0.246740045094602
"ENSG00000001084",652.173308358757,-0.253030788212287,0.202576353336744,-1.24906379271065,0.211641742283331,0.495029218051128
"ENSG00000001167",411.684395281717,-0.53373342254599,0.228792179434635,-2.33283071066891,0.019657032150738,0.105242493593586
"ENSG00000001460",201.336569053853,-0.123557684163937,0.16110148233255,-0.766955600749133,0.443107913936247,0.730575527744366
"ENSG00000001461",2918.77668675377,0.00210155962293607,0.288715698829655,0.00727899324995143,0.994192254953732,0.998014297161415
"ENSG00000001497",539.501702816792,-0.057320915542604,0.109328548105935,-0.524299613739149,0.600070165508673,0.837567132880745
"ENSG00000001561",115.914401421895,0.286817003150612,0.716013999282036,0.400574574572857,0.68873336811347,0.887129346834368
"ENSG00000001617",604.297522477042,-0.19220282322957,0.198689546634753,-0.967352467630784,0.333367863123313,0.638988083768851
"ENSG00000001626",9.6724145714589,-0.286393736030515,0.586213534248082,-0.488548488389753,0.625161389354516,NA
"ENSG00000001629",1826.75812135437,-0.24609116876839,0.190393749931736,-1.29253806312772,0.196170873159243,0.474424555972163
"ENSG00000001630",979.608386428197,-0.179753409132618,0.121371315352245,-1.48102052458554,0.138601104267859,0.386398734460775
"ENSG00000001631",848.723819299268,-0.0712549215345501,0.153647890269512,-0.463754636718816,0.642823547471941,0.862088251701279
"ENSG00000002016",203.735815126675,-0.411582551314447,0.228450695008626,-1.80162529730499,0.0716043784110465,0.255766111093231
"ENSG00000002079",3.06484852801131,1.06113089787817,1.77215403624212,0.598780284431884,0.549319411286866,NA
"ENSG00000002330",688.667589034695,0.0103250959425082,0.0964087218896195,0.107097114660742,0.914711936170778,0.976982398980823
"ENSG00000002549",1229.98469317186,0.164300715348854,0.177394153027729,0.926190139554213,0.354347175971503,0.656664150009225
"ENSG00000002586",8367.26727634875,0.0792894245572876,0.13163558080307,0.602340370844768,0.546947593229175,0.801478697095221
"ENSG00000002587",1.95953335698007,0.399067136454633,1.15871210651536,0.344405771037262,0.730541149389281,NA
"ENSG00000002726",1.53531673945229,0.804935220384209,1.80328135887569,0.446372506665334,0.65532818913219,NA
"ENSG00000002745",7.28561888515924,-0.616756473606905,1.02004743750985,-0.604635089435189,0.545421486295219,NA
"ENSG00000002746",126.130005973738,0.193681258628333,0.308349671814759,0.628122149404094,0.529923924260166,0.788533880224033
"ENSG00000002822",351.152304336473,-0.0573889279678075,0.150024114955265,-0.38253135494197,0.702067276194158,0.893013370367162
"ENSG00000002834",8609.18275618938,0.416875049240616,0.108289883981109,3.84962134887262,0.000118300563702988,0.00182850457325799
"ENSG00000002919",251.500095596273,0.34197277110531,0.144325320692324,2.36945789875869,0.0178141831341022,0.0987901148172752
"ENSG00000002933",546.441449222623,0.404466498425365,1.40062631378887,0.28877545312656,0.772753217770891,0.925746124419451
"ENSG00000003056",1837.96769229328,-0.0077019944688125,0.100379831395021,-0.0767285057344148,0.938839527084577,0.983551736063618
"ENSG00000003096",414.075308683702,-0.964578694491395,0.191738367699026,-5.03070254569761,4.88685817926082e-07,1.49216667590535e-05
"ENSG00000003137",106.506412172302,-1.03077575832248,0.583101196796122,-1.7677476293757,0.0771031035859869,0.26776576560646
"ENSG00000003147",9.33188603208963,0.254913761010589,0.570453091263991,0.446861915404402,0.654974763467197,NA
"ENSG00000003249",122.242063046478,-0.368497893953411,0.353319834403117,-1.0429584135177,0.296967553734282,0.600500658658145
"ENSG00000003393",860.859802380907,0.0548920522696324,0.166831376020273,0.329027150522106,0.74213516639335,0.912900998621449
"ENSG00000003400",95.3711570248671,-0.178398759112576,0.354605348247643,-0.50309099959764,0.614900294345961,0.845069415414663
"ENSG00000003402",3368.72335143759,1.16249955330815,0.126132957465129,9.21646155509782,3.07066097332045e-20,7.88223058320986e-18
"ENSG00000003436",5053.34063480256,-0.325443610582538,0.19941429416059,-1.63199740496263,0.102680032864954,0.322656856351965
"ENSG00000003509",302.835086615061,-0.100895604230723,0.125081142685311,-0.806641209575169,0.419873224263442,0.713219077593058
"ENSG00000003756",2957.87449781706,-0.183767745063366,0.0804948658950608,-2.28297473410217,0.022431856681477,0.115045875191659
"ENSG00000003987",30.2673614014711,0.754684028303424,0.350787851069095,2.15139727902029,0.0314448557818779,0.145949231019473
"ENSG00000003989",39.5398447202775,0.586931678287138,0.730309093438977,0.80367570876506,0.421584286505371,0.714353772558049
"ENSG00000004059",1684.3217819095,0.379689878070335,0.114186215778661,3.32518137571289,0.000883610321271961,0.00940427147973566
"ENSG00000004139",312.643392000576,-0.0807770402249632,0.204988935272944,-0.394055611428041,0.69353998194481,0.889787349087955
"ENSG00000004142",1468.18173216884,0.152287956451948,0.127369092079541,1.19564294575364,0.231835924834562,0.522960244506917
"ENSG00000004399",3661.96471974267,-0.0519472683364585,0.217228480178079,-0.239136545511312,0.810999704495806,0.941266803938155
"ENSG00000004455",1236.90625297069,-0.0918567556006843,0.164575069324451,-0.558145021464906,0.576745359605429,0.821558123867793
"ENSG00000004468",5.59935950029571,0.241584540266701,0.814108985887738,0.296747173234143,0.766659539251724,NA
"ENSG00000004478",612.469678830193,-0.0030383333614744,0.166565480950829,-0.0182410745859841,0.985446535298749,0.995356291395655
"ENSG00000004487",1255.80031118487,-0.334105981348921,0.0960271346857763,-3.4792872081646,0.000502749459853852,0.00602384538725205
"ENSG00000004534",1306.14906893784,-0.303531313700888,0.158956283609458,-1.90952698948749,0.0561941434607971,0.217773874798816
"ENSG00000004660",79.865424377978,-0.645176223114794,0.378104343140453,-1.70634438566905,0.0879439786512459,0.291638177506704
"ENSG00000004700",1510.20849871797,0.409553246358561,0.119154785054804,3.43715316317505,0.000587863076838899,0.00676932753533056
"ENSG00000004766",495.212595858396,-0.114357020360277,0.129930646195292,-0.880138933415241,0.378784050041092,0.677736786510585
"ENSG00000004776",12520.3502740741,-0.154542221641236,0.245611869285429,-0.629213165026811,0.52920951112827,0.78796452993692
"ENSG00000004777",104.39554381318,-0.471432947912143,0.409431217287992,-1.15143381355931,0.249553809653415,0.544438554768217
"ENSG00000004779",366.340319770589,0.109903272914786,0.136518511215193,0.805043007988464,0.420794861898394,0.713810171699823
"ENSG00000004799",935.559303330853,2.55967531416087,0.911031411160663,2.80964551035602,0.00495960938100026,0.0378595181830891
"ENSG00000004809",1.40994350389939,0.0528182171435146,1.5428585498888,0.0342339984098488,0.972690555611389,NA
"ENSG00000004838",16.3434516100777,-0.923937905601421,0.411465406233412,-2.2454813736572,0.0247372466687908,0.123407735934025
"ENSG00000004846",22.073292550198,-1.58995191849418,0.649411925461437,-2.44829492061521,0.0143534114616527,0.0843845432739505
"ENSG00000004848",0.13880171053401,0.894699722854173,3.5338115409304,0.253182636507722,0.800127083554548,NA
"ENSG00000004864",152.306716934468,0.0559735430574381,0.274607904503376,0.203830778865107,0.838485739677171,0.953153683660644
"ENSG00000004866",523.884326788918,-0.614081619535418,0.212089177087146,-2.89539347537331,0.00378683532398206,0.0307680370073542
"ENSG00000004897",1680.01793286077,-0.161864725228969,0.100718289426404,-1.6071035970805,0.108031644370886,0.333497605788232
"ENSG00000004939",8.67357060287904,-0.609547355705274,0.567026525053526,-1.07498913855526,0.282379591163909,NA
"ENSG00000004948",0,NA,NA,NA,NA,NA
"ENSG00000004961",435.963192136172,-0.166362433872883,0.141777470102681,-1.17340529318514,0.240633315582667,0.533142775487705
"ENSG00000004975",1003.16479833127,-0.346747941966265,0.162596379852442,-2.13256864809009,0.0329601274965754,0.150946819151991
"ENSG00000005001",0,NA,NA,NA,NA,NA
"ENSG00000005007",2286.27675995712,0.221287389623299,0.0941891111307625,2.34939460588057,0.0188039667221356,0.102257118853409
"ENSG00000005020",752.819690039845,0.073302943415636,0.150898998898186,0.485774882211742,0.627126784843833,0.852971275838335
"ENSG00000005022",1300.3667432696,-0.0771831871458494,0.11683724343035,-0.660604314854969,0.508866101167598,0.776143987472024
"ENSG00000005059",215.744400092371,0.223333742292972,0.257310943899977,0.867952753613881,0.385420197711299,0.684393116934883
"ENSG00000005073",0.424982332670398,-1.07930584775575,2.57996149657337,-0.418341843158998,0.675697200637043,NA
"ENSG00000005075",614.656589191918,0.0987774136474271,0.160701421365237,0.614664218948812,0.538776494392859,0.79539516790662
"ENSG00000005100",502.327471136299,0.314431906569703,0.130839049900005,2.40319619265052,0.0162524652831221,0.0927060967647079
"ENSG00000005102",0.442262621211789,-2.19311639032443,3.46383756581174,-0.633146430413079,0.526638024312906,NA
"ENSG00000005108",12.5069565681574,0.931827302368595,0.623868422495633,1.49362793301999,0.135272894319835,0.380659231600502
"ENSG00000005156",284.20157559638,-0.385472964535906,0.204303015030579,-1.88677080697125,0.0591911592489775,0.225578788833861
"ENSG00000005175",347.42491006876,-0.199143134585061,0.288695838200318,-0.689802581937054,0.490318344781206,0.762958114837293
"ENSG00000005187",26.7924966379797,-0.327508993597952,0.412427837627224,-0.794100115749153,0.427137150245695,0.718138559110908
"ENSG00000005189",79.0300154216569,-0.439827350124148,0.271060708684544,-1.62261565779352,0.104671591227688,0.32678854857624
"ENSG00000005194",458.750922474384,0.128001741705937,0.161082372386374,0.794635314899081,0.426825669498406,0.717811796476324
"ENSG00000005206",687.428245938322,0.101318640262005,0.13939534307427,0.726843795692816,0.467321650715415,0.74751712569294
"ENSG00000005238",705.733199499233,-0.205823448701698,0.11531792287009,-1.78483485982977,0.0742881071352854,0.261224374869723
"ENSG00000005243",993.989596404182,-0.106568991209136,0.185247669804652,-0.575278443834221,0.565102997745,0.815118595106056
"ENSG00000005249",301.336933757971,0.660281695683242,0.225584944249005,2.92697590205493,0.00342275400128001,0.0284041695065127
"ENSG00000005302",469.935385547665,0.190286741036695,0.159043372106578,1.19644558912634,0.231522719746091,0.522689941059854
"ENSG00000005339",2604.13968768159,-0.104401290810057,0.135772878582436,-0.768940689039518,0.441928521058951,0.729930732130616
"ENSG00000005379",158.961412885247,0.120941680592505,0.284870375534245,0.42454986892088,0.67116484435587,0.877834938234734
"ENSG00000005381",7.12408517617175,1.17019109110579,1.30318497918878,0.897947037291837,0.369213786049385,NA
"ENSG00000005421",0.106546340246823,-0.5479727975451,3.5338115409304,-0.155065653954152,0.876769558794206,NA
"ENSG00000005436",302.967289999217,0.156958459876056,0.13919726830477,1.12759727103551,0.259490039734191,0.55681588542085
"ENSG00000005448",234.24445737531,0.28015594037532,0.158290991454531,1.76987924455446,0.0767472590872234,0.267019811365954
"ENSG00000005469",422.232491862876,-0.273993745235596,0.243918522859567,-1.123300280862,0.261309984581237,0.559523908868459
